filename,mark,x.field,x.type,y.aggregate,y.field,y.type,color.field,color.type,x.aggregate,size.field,size.type,size.aggregate,color.aggregate,shape.field,shape.type,column.field,column.type,row.field,row.type,label
circle_binned_maxbins_2.vl.json,37,1,47,7,1,33,0,81,71,0,68,91,98,0,6,0,77,0,82,0
bar_1d_step_config_normalized.vl.json,43,1,47,7,0,28,0,81,32,0,41,13,98,0,6,0,77,0,82,0
selection_project_single_cylinders.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_ordinal_color.vl.json,37,1,47,7,1,33,1,12,71,0,41,13,98,0,6,0,77,0,82,0
bar_size_fit.vl.json,43,1,7,24,0,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_dot_timeunit_color_normalized.vl.json,37,1,47,7,0,28,1,65,20,0,41,13,98,0,6,0,77,0,82,0
bar_swap_axes.vl.json,43,1,47,7,1,9,0,81,67,0,41,13,98,0,6,0,77,0,82,0
line_impute_keyvals.vl.json,94,1,47,7,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
time_output_utc_timeunit_normalized.vl.json,94,1,18,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
tick_dot_thickness.vl.json,67,1,47,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
stacked_bar_weather.vl.json,43,1,59,24,0,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
tick_dot_thickness_normalized.vl.json,67,1,47,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_column_pivot_normalized.vl.json,43,1,7,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_month.vl.json,43,1,59,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_array_aggregate.vl.json,43,1,7,46,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
stacked_bar_weather_normalized.vl.json,43,1,59,24,0,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
point_2d_array_normalized.vl.json,37,1,7,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_type_multi.vl.json,96,1,59,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
trellis_bar.vl.json,43,1,59,16,1,33,1,88,71,0,41,13,98,0,6,0,77,1,34,0
bar_swap_custom.vl.json,43,1,47,7,1,9,0,81,67,0,41,13,98,0,6,0,77,0,82,0
tick_sort.vl.json,67,1,47,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_title_normalized.vl.json,43,1,59,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
stacked_bar_1d.vl.json,43,1,47,7,0,28,1,88,32,0,41,13,98,0,6,0,77,0,82,0
bar_aggregate.vl.json,43,1,47,7,1,96,0,81,32,0,41,13,98,0,6,0,77,0,82,0
bar_yearmonth_custom_format.vl.json,43,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_2d.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_translate_scatterplot_drag.vl.json,37,1,47,7,1,33,0,81,71,1,68,13,98,0,6,0,77,0,82,0
selection_interval_mark_style.vl.json,96,1,59,7,1,96,0,99,71,0,41,13,59,0,6,0,77,0,82,0
interactive_paintbrush_color.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_yearmonth_custom_format_normalized.vl.json,43,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_2d_array.vl.json,37,1,7,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_aggregate_format.vl.json,43,1,47,7,1,96,0,81,32,0,41,13,98,0,6,0,77,0,82,0
bar_argmax_normalized.vl.json,43,1,47,7,1,9,0,81,71,0,41,13,98,0,6,0,77,0,82,0
tick_dot.vl.json,67,1,47,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
embedded_csv_normalized.vl.json,37,0,32,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_interval.vl.json,96,1,59,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_colorramp_size.vl.json,37,1,47,7,1,33,1,99,71,1,68,13,98,0,6,0,77,0,82,0
circle_binned.vl.json,37,1,47,7,1,33,0,81,71,0,68,91,98,0,6,0,77,0,82,0
bar_size_responsive.vl.json,43,1,7,24,0,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
time_parse_local_normalized.vl.json,37,0,32,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_composition_and_normalized.vl.json,96,1,59,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_aggregate_size.vl.json,43,1,59,16,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
embedded_csv.vl.json,37,0,32,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_overlap_normalized.vl.json,37,0,32,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
line_outside_domain_normalized.vl.json,94,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
stacked_bar_v_normalized.vl.json,43,1,7,16,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
facet_custom.vl.json,43,1,59,16,1,33,1,88,71,0,41,13,98,0,6,1,75,0,82,0
bar_swap_axes_normalized.vl.json,43,1,47,7,1,9,0,81,67,0,41,13,98,0,6,0,77,0,82,0
sequence_line.vl.json,94,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
stacked_bar_1d_normalized.vl.json,43,1,47,7,0,28,1,88,32,0,41,13,98,0,6,0,77,0,82,0
bar_aggregate_sort_mean.vl.json,43,1,47,7,1,96,0,81,32,0,41,13,98,0,6,0,77,0,82,0
bar_argmax.vl.json,43,1,47,7,1,9,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_month_band.vl.json,43,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_type_interval_normalized.vl.json,96,1,59,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_column_fold.vl.json,43,1,7,7,1,33,1,88,71,0,41,13,98,0,6,1,75,0,82,0
bar_month_temporal_initial_normalized.vl.json,43,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_2d_array_named.vl.json,37,1,7,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
tick_strip_normalized.vl.json,67,1,47,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
interactive_paintbrush_simple_all.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_multi_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
test_subobject_missing.vl.json,94,1,59,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_title_start_normalized.vl.json,43,1,59,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
interactive_paintbrush_interval.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_type_single_dblclick_normalized.vl.json,96,1,59,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
time_parse_utc_format.vl.json,37,0,32,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_translate_scatterplot_drag_normalized.vl.json,37,1,47,7,1,33,0,81,71,1,68,13,98,0,6,0,77,0,82,0
bar_month_temporal_initial.vl.json,43,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_shape_custom_normalized.vl.json,37,1,47,7,1,33,1,88,71,1,68,13,98,0,6,0,77,0,82,0
test_subobject_missing_normalized.vl.json,94,1,59,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_single_origin.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_size_default.vl.json,43,1,7,24,0,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_background_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_aggregate_vertical.vl.json,43,1,59,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
rect_heatmap_normalized.vl.json,96,1,59,7,1,9,1,99,71,0,41,13,4,0,6,0,77,0,82,0
line_inside_domain_using_transform_normalized.vl.json,94,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_single.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
line_impute_keyvals_normalized.vl.json,94,1,47,7,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
line_sort_axis.vl.json,94,1,7,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
rule_color_mean_normalized.vl.json,93,0,32,77,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
interactive_paintbrush_simple_none.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
test_minimal.json,37,0,32,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_bind_cylyr_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar.vl.json,43,1,59,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_month_band_config_normalized.vl.json,43,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_interval_x_y_normalized.vl.json,96,1,59,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_log.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
area_density.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,1,34,0
selection_toggle_altKey_shiftKey_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
line_mean_year.vl.json,94,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
interactive_brush.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
circle_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
tick_dot_normalized.vl.json,67,1,47,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_zoom_scatterplot_shift-wheel.vl.json,37,1,47,7,1,33,0,81,71,1,68,13,98,0,6,0,77,0,82,0
boxplot_1D_vertical.vl.json,52,0,32,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
line_impute_value_normalized.vl.json,94,1,47,7,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
line_mean_month_normalized.vl.json,94,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_column_pivot.vl.json,43,1,7,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
line_encoding_impute_keyvals.vl.json,94,1,47,7,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
bar_sort_by_count_normalized.vl.json,43,1,7,24,0,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
test_single_point_color_normalized.vl.json,37,0,32,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_1d_array.vl.json,37,1,7,7,0,28,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_toggle_altKey.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_filter_calc_normalized.vl.json,43,1,59,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
test_subobject_nested.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
line_mean_year_normalized.vl.json,94,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
histogram_bin_change_normalized.vl.json,43,1,47,24,0,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_color_shape_constant.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_argmax_transform.vl.json,43,1,47,7,1,9,0,81,71,0,41,13,98,0,6,0,77,0,82,0
line_slope.vl.json,94,1,59,45,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
stacked_bar_normalize_normalized.vl.json,43,1,59,16,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
lookup_normalized.vl.json,43,1,59,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_month_band_config.vl.json,43,1,18,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_color_quantitative.vl.json,37,1,47,7,1,33,1,99,71,0,41,13,98,0,6,0,77,0,82,0
selection_clear_brush.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
trellis_column_year.vl.json,94,1,59,77,1,33,1,88,71,0,41,13,98,0,6,1,48,0,82,0
line_quarter_legend.vl.json,94,1,18,77,1,33,1,65,71,0,41,13,98,0,6,0,77,0,82,0
stacked_bar_normalize.vl.json,43,1,59,16,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
line_impute_value.vl.json,94,1,47,7,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
line_impute_frame.vl.json,94,1,47,7,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
circle_binned_maxbins_2_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,68,91,98,0,6,0,77,0,82,0
selection_project_interval_y_normalized.vl.json,96,1,59,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_clear_brush_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_multi_cylinders.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
boxplot_2D_horizontal_color_size.vl.json,52,1,47,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_size_default_normalized.vl.json,43,1,7,24,0,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_aggregate_sort_mean_normalized.vl.json,43,1,47,7,1,96,0,81,32,0,41,13,98,0,6,0,77,0,82,0
circle_github_punchcard.vl.json,37,1,59,7,1,96,0,81,71,1,68,83,98,0,6,0,77,0,82,0
selection_translate_scatterplot_shift-drag.vl.json,37,1,47,7,1,33,0,81,71,1,68,13,98,0,6,0,77,0,82,0
circle_flatten.vl.json,37,1,47,7,1,9,1,88,71,0,41,13,98,0,6,0,77,0,82,0
bar_size_fit_normalized.vl.json,43,1,7,24,0,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
interactive_brush_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_type_single_normalized.vl.json,96,1,59,7,1,96,0,81,71,0,41,13,98,0,6,0,77,0,82,0
trellis_row_column.vl.json,37,1,47,7,1,33,1,88,71,0,41,13,98,1,70,1,48,1,73,0
line_timeunit_transform.vl.json,94,1,18,1,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
sequence_line_normalized.vl.json,94,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_single_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
point_color_normalized.vl.json,37,1,47,7,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_multi.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
line_shape_overlay.vl.json,94,1,18,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_fit.vl.json,43,1,59,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
bar_aggregate_format_normalized.vl.json,43,1,47,7,1,96,0,81,32,0,41,13,98,0,6,0,77,0,82,0
line_slope_normalized.vl.json,94,1,59,45,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
point_diverging_color.vl.json,37,1,47,7,1,33,1,99,71,0,41,13,98,0,6,0,77,0,82,0
point_2d_aggregate.vl.json,37,1,7,46,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
window_top_k_normalized.vl.json,43,1,47,7,1,9,0,81,71,0,41,13,98,0,6,0,77,0,82,0
test_aggregate_nested.vl.json,43,1,47,7,1,9,1,88,32,0,41,13,98,0,6,0,77,0,82,0
trellis_line_quarter.vl.json,37,1,59,77,1,33,1,88,71,0,41,13,98,0,6,1,48,0,82,0
line_color.vl.json,94,1,18,7,1,33,1,88,71,0,41,13,98,0,6,0,77,0,82,0
selection_type_interval_invert.vl.json,96,1,59,7,1,96,0,99,71,0,41,13,59,0,6,0,77,0,82,0
point_background.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
trellis_bar_histogram.vl.json,43,1,47,24,0,33,0,81,71,0,41,13,98,0,6,0,77,1,34,0
lookup.vl.json,43,1,59,77,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_project_multi_cylinders_origin_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
test_field_with_spaces.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_toggle_shiftKey.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_interval_mark_style_normalized.vl.json,96,1,59,7,1,96,0,99,71,0,41,13,59,0,6,0,77,0,82,0
bar_distinct.vl.json,43,1,7,58,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
selection_translate_scatterplot_shift-drag_normalized.vl.json,37,1,47,7,1,33,0,81,71,1,68,13,98,0,6,0,77,0,82,0
circle_binned_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,68,91,98,0,6,0,77,0,82,0
selection_project_multi_origin_normalized.vl.json,37,1,47,7,1,33,0,81,71,0,41,13,98,0,6,0,77,0,82,0
joinaggregate_percent_of_total.vl.json,43,1,47,7,1,9,0,81,71,0,41,13,98,0,6,0,77,0,82,0
